"YEAR","MONTH","DAY","DAY_OF_WEEK","AIRLINE","FLIGHT_NUMBER","TAIL_NUMBER","ORIGIN_AIRPORT","DESTINATION_AIRPORT","SCHEDULED_DEPARTURE","DEPARTURE_TIME","DEPARTURE_DELAY","TAXI_OUT","WHEELS_OFF","SCHEDULED_TIME","ELAPSED_TIME","AIR_TIME","DISTANCE","WHEELS_ON","TAXI_IN","SCHEDULED_ARRIVAL","ARRIVAL_TIME","ARRIVAL_DELAY","DIVERTED","CANCELLED","CANCELLATION_REASON","AIR_SYSTEM_DELAY","SECURITY_DELAY","AIRLINE_DELAY","LATE_AIRCRAFT_DELAY","WEATHER_DELAY"
2015,3,24,2,"WN",2165,"N620SW","IND","MCI",1820,1836,16,9,1845,95,100,85,451,1910,6,1855,1916,21,0,0,"",5,0,16,0,0
2015,3,24,2,"NK",182,"N503NK","RSW","LBE",1820,1811,-9,11,1822,151,142,126,956,2028,5,2051,2033,-18,0,0,"",NA,NA,NA,NA,NA
2015,3,24,2,"DL",1205,"N934DL","ATL","SDF",1856,1856,0,6,1902,80,78,56,321,1958,16,2016,2014,-2,0,0,"",NA,NA,NA,NA,NA
2015,3,24,2,"OO",5341,"N983CA","DEN","RKS",1910,1909,-1,22,1931,74,70,44,260,2015,4,2024,2019,-5,0,0,"",NA,NA,NA,NA,NA
2015,3,24,2,"AA",1535,"N576AA","MCI","DFW",1920,2030,70,23,2053,100,102,74,460,2207,5,2100,2212,72,0,0,"",2,0,22,33,15
2015,3,24,2,"HA",311,"N476HA","ITO","HNL",1950,2039,49,8,2047,50,50,36,216,2123,6,2040,2129,49,0,0,"",0,0,46,3,0
2015,3,24,2,"B6",1352,"N805JB","MCO","BOS",2052,2044,-8,14,2058,167,171,150,1121,2328,7,2339,2335,-4,0,0,"",NA,NA,NA,NA,NA
2015,3,25,3,"DL",810,"N924DL","IAH","ATL",710,659,-11,18,717,121,122,88,689,945,16,1011,1001,-10,0,0,"",NA,NA,NA,NA,NA
2015,3,25,3,"NK",967,"N527NK","CLE","RSW",715,701,-14,8,709,162,161,145,1025,934,8,957,942,-15,0,0,"",NA,NA,NA,NA,NA
2015,3,25,3,"HA",43,"N581HA","SJC","HNL",900,854,-6,13,907,345,348,321,2417,1128,14,1145,1142,-3,0,0,"",NA,NA,NA,NA,NA
2015,3,25,3,"DL",1177,"N923DN","ATL","RDU",1008,1006,-2,20,1026,86,72,48,356,1114,4,1134,1118,-16,0,0,"",NA,NA,NA,NA,NA
2015,3,25,3,"WN",3569,"N8324A","MCO","SJU",1105,1100,-5,16,1116,165,160,138,1189,1334,6,1350,1340,-10,0,0,"",NA,NA,NA,NA,NA
2015,3,25,3,"EV",5080,"N917EV","CHA","ATL",1212,1201,-11,35,1236,51,66,26,106,1302,5,1303,1307,4,0,0,"",NA,NA,NA,NA,NA
2015,3,25,3,"MQ",3337,"N818MQ","LEX","DFW",1235,1231,-4,15,1246,160,153,131,785,1357,7,1415,1404,-11,0,0,"",NA,NA,NA,NA,NA
2015,3,25,3,"AA",1599,"N3ERAA","MIA","LGA",1415,1411,-4,11,1422,173,161,147,1096,1649,3,1708,1652,-16,0,0,"",NA,NA,NA,NA,NA
2015,3,25,3,"B6",1516,"N935JB","SFO","JFK",1545,1556,11,19,1615,331,335,306,2586,21,10,16,31,15,0,0,"",4,0,11,0,0
2015,3,25,3,"VX",936,"N530VA","SFO","LAX",1610,1755,105,17,1812,80,83,56,337,1908,10,1730,1918,108,0,0,"",0,0,108,0,0
2015,3,25,3,"DL",1401,"N909DE","PBI","LGA",1620,1623,3,35,1658,175,191,149,1035,1927,7,1915,1934,19,0,0,"",19,0,0,0,0
2015,3,25,3,"UA",1587,"N73299","RSW","EWR",1658,1701,3,16,1717,166,178,148,1068,1945,14,1944,1959,15,0,0,"",15,0,0,0,0
2015,3,25,3,"UA",1196,"N33262","ORD","CLE",1722,1718,-4,14,1732,78,65,47,315,1919,4,1940,1923,-17,0,0,"",NA,NA,NA,NA,NA
2015,3,25,3,"OO",6290,"N978SW","PSP","SFO",1727,1747,20,13,1800,98,87,68,421,1908,6,1905,1914,9,0,0,"",NA,NA,NA,NA,NA
2015,3,25,3,"WN",2510,"N687SW","SFO","LAX",1820,1815,-5,23,1838,85,84,55,337,1933,6,1945,1939,-6,0,0,"",NA,NA,NA,NA,NA
2015,3,25,3,"WN",1983,"N383SW","BWI","CMH",1840,1948,68,10,1958,80,72,58,337,2056,4,2000,2100,60,0,0,"",0,0,57,3,0
2015,3,25,3,"OO",4738,"N679CA","MSP","ORD",1926,1924,-2,28,1952,93,86,52,334,2044,6,2059,2050,-9,0,0,"",NA,NA,NA,NA,NA
2015,3,25,3,"WN",2255,"N937WN","PHX","DEN",2205,2211,6,9,2220,110,103,89,602,49,5,55,54,-1,0,0,"",NA,NA,NA,NA,NA
2015,3,26,4,"AS",405,"N625AS","SJC","PDX",700,707,7,15,722,99,101,82,569,844,4,839,848,9,0,0,"",NA,NA,NA,NA,NA
2015,3,26,4,"WN",121,"N915WN","SAN","SAT",700,657,-3,10,707,155,156,142,1129,1129,4,1135,1133,-2,0,0,"",NA,NA,NA,NA,NA
2015,3,26,4,"US",2042,"N112US","CLT","JFK",734,729,-5,14,743,105,104,78,541,901,12,919,913,-6,0,0,"",NA,NA,NA,NA,NA
2015,3,26,4,"OO",5365,"N563SW","LAX","SBP",933,923,-10,28,951,62,66,34,156,1025,4,1035,1029,-6,0,0,"",NA,NA,NA,NA,NA
2015,3,26,4,"OO",5633,"N917SW","DEN","LNK",955,954,-1,21,1015,85,88,63,423,1218,4,1220,1222,2,0,0,"",NA,NA,NA,NA,NA
2015,3,26,4,"US",435,"N601AW","PHX","SEA",1025,1023,-2,20,1043,194,183,155,1107,1318,8,1339,1326,-13,0,0,"",NA,NA,NA,NA,NA
2015,3,26,4,"WN",424,"N727SW","BWI","BNA",1025,1024,-1,14,1038,120,117,98,587,1116,5,1125,1121,-4,0,0,"",NA,NA,NA,NA,NA
2015,3,26,4,"WN",437,"N263WN","TPA","ALB",1105,1105,0,9,1114,165,151,138,1130,1332,4,1350,1336,-14,0,0,"",NA,NA,NA,NA,NA
2015,3,26,4,"DL",1190,"N991AT","CAK","ATL",1112,1108,-4,17,1125,113,109,86,528,1251,6,1305,1257,-8,0,0,"",NA,NA,NA,NA,NA
2015,3,26,4,"WN",1369,"N720WN","MCI","DAL",1340,1340,0,5,1345,90,81,72,460,1457,4,1510,1501,-9,0,0,"",NA,NA,NA,NA,NA
2015,3,26,4,"WN",1982,"N528SW","DAL","LBB",1430,1427,-3,7,1434,65,56,45,293,1519,4,1535,1523,-12,0,0,"",NA,NA,NA,NA,NA
2015,3,26,4,"B6",511,"N524JB","FLL","AUS",1558,1558,0,79,1717,191,252,169,1105,1906,4,1809,1910,61,0,0,"",61,0,0,0,0
2015,3,26,4,"UA",144,"N76062","HNL","IAD",1600,1600,0,17,1617,548,555,529,4817,706,9,708,715,7,0,0,"",NA,NA,NA,NA,NA
2015,3,26,4,"UA",1242,"N37267","EWR","FLL",1603,1727,84,16,1743,192,183,164,1065,2027,3,1915,2030,75,0,0,"",0,0,24,51,0
2015,3,26,4,"HA",142,"N486HA","HNL","ITO",1634,1633,-1,10,1643,51,51,36,216,1719,5,1725,1724,-1,0,0,"",NA,NA,NA,NA,NA
2015,3,26,4,"UA",1447,"N27421","ORD","PHL",1728,1821,53,13,1834,124,127,108,678,2122,6,2032,2128,56,0,0,"",56,0,0,0,0
2015,3,26,4,"UA",515,"N825UA","CMH","ORD",1737,1751,14,21,1812,83,75,48,296,1800,6,1800,1806,6,0,0,"",NA,NA,NA,NA,NA
2015,3,26,4,"AS",715,"N705AS","SLC","PDX",1850,1836,-14,20,1856,114,113,89,630,1925,4,1944,1929,-15,0,0,"",NA,NA,NA,NA,NA
2015,3,26,4,"EV",4718,"N11127","IAH","BTR",1928,1928,0,22,1950,63,73,44,253,2034,7,2031,2041,10,0,0,"",NA,NA,NA,NA,NA
2015,3,26,4,"DL",2289,"N969DL","ATL","AVL",2036,2033,-3,29,2102,58,65,33,164,2135,3,2134,2138,4,0,0,"",NA,NA,NA,NA,NA
2015,3,26,4,"DL",1201,"N955AT","ATL","IAD",2146,2202,16,16,2218,108,93,71,534,2329,6,2334,2335,1,0,0,"",NA,NA,NA,NA,NA
2015,3,27,5,"WN",3835,"N296WN","CMH","LAS",605,603,-2,22,625,280,246,219,1771,704,5,745,709,-36,0,0,"",NA,NA,NA,NA,NA
2015,3,27,5,"AS",157,"N764AS","ANC","OTZ",630,614,-16,18,632,97,99,76,548,748,5,807,753,-14,0,0,"",NA,NA,NA,NA,NA
2015,3,27,5,"WN",2156,"N663SW","MCO","STL",630,625,-5,10,635,155,142,127,882,742,5,805,747,-18,0,0,"",NA,NA,NA,NA,NA
2015,3,27,5,"DL",810,"N939DL","IAH","ATL",710,708,-2,11,719,121,119,92,689,951,16,1011,1007,-4,0,0,"",NA,NA,NA,NA,NA
2015,3,27,5,"AA",1677,"N436AA","DFW","MEM",800,755,-5,14,809,85,85,63,432,912,8,925,920,-5,0,0,"",NA,NA,NA,NA,NA
2015,3,27,5,"EV",3827,"N16571","EWR","SDF",913,909,-4,26,935,146,147,115,642,1130,6,1139,1136,-3,0,0,"",NA,NA,NA,NA,NA
2015,3,27,5,"NK",138,"N623NK","MCO","ACY",1038,1032,-6,14,1046,130,118,100,852,1226,4,1248,1230,-18,0,0,"",NA,NA,NA,NA,NA
2015,3,27,5,"WN",3814,"N8602F","BNA","LAS",1230,1231,1,11,1242,255,220,205,1587,1407,4,1445,1411,-34,0,0,"",NA,NA,NA,NA,NA
2015,3,27,5,"OO",6407,"N903SW","TUS","SFO",1247,1241,-6,11,1252,148,129,114,751,1446,4,1515,1450,-25,0,0,"",NA,NA,NA,NA,NA
2015,3,27,5,"US",853,"N751UW","BWI","CLT",1344,1341,-3,15,1356,91,101,79,361,1515,7,1515,1522,7,0,0,"",NA,NA,NA,NA,NA
2015,3,27,5,"US",2135,"N961UW","LGA","DCA",1400,1356,-4,30,1426,75,77,45,214,1511,2,1515,1513,-2,0,0,"",NA,NA,NA,NA,NA
2015,3,27,5,"DL",333,"N331NW","ATL","CVG",1422,1418,-4,14,1432,87,72,54,373,1526,4,1549,1530,-19,0,0,"",NA,NA,NA,NA,NA
2015,3,27,5,"US",851,"N195UW","MCO","PHL",1500,1600,60,30,1630,145,145,105,861,1815,10,1725,1825,60,0,0,"",0,0,11,49,0
2015,3,27,5,"US",470,"N543UW","TPA","CLT",1535,1638,63,11,1649,100,86,66,507,1755,9,1715,1804,49,0,0,"",0,0,7,42,0
2015,3,27,5,"MQ",3118,"N500MQ","MDT","ORD",1706,1704,-2,12,1716,134,127,108,594,1804,7,1820,1811,-9,0,0,"",NA,NA,NA,NA,NA
2015,3,27,5,"OO",5391,"N919SW","MRY","LAX",1801,1902,61,12,1914,77,76,50,266,2004,14,1918,2018,60,0,0,"",60,0,0,0,0
2015,3,27,5,"UA",1530,"N87507","ORD","MCO",1910,1918,8,23,1941,165,165,135,1005,2256,7,2255,2303,8,0,0,"",NA,NA,NA,NA,NA
2015,3,27,5,"UA",1061,"N28478","LAX","MCO",2235,2304,29,17,2321,287,276,251,2218,632,8,622,640,18,0,0,"",0,0,18,0,0
2015,3,28,6,"EV",4277,"N17984","PVD","ORD",600,556,-4,25,621,173,157,122,849,723,10,753,733,-20,0,0,"",NA,NA,NA,NA,NA
2015,3,28,6,"OO",4660,"N604SK","SUN","SLC",650,648,-2,5,653,56,42,34,222,727,3,746,730,-16,0,0,"",NA,NA,NA,NA,NA
2015,3,28,6,"AA",2287,"N4WNAA","BNA","DFW",730,724,-6,21,745,139,128,92,631,917,15,949,932,-17,0,0,"",NA,NA,NA,NA,NA
2015,3,28,6,"AA",2407,"N3BVAA","DFW","FLL",820,815,-5,13,828,164,157,138,1119,1146,6,1204,1152,-12,0,0,"",NA,NA,NA,NA,NA
2015,3,28,6,"WN",2893,"N646SW","HOU","BNA",850,846,-4,14,900,105,112,93,670,1033,5,1035,1038,3,0,0,"",NA,NA,NA,NA,NA
2015,3,28,6,"DL",754,"N916DL","ATL","MSY",1055,1052,-3,18,1110,98,90,68,425,1118,4,1133,1122,-11,0,0,"",NA,NA,NA,NA,NA
2015,3,28,6,"MQ",3086,"N519MQ","BNA","LGA",1200,1157,-3,14,1211,126,159,97,764,1448,48,1506,1536,30,0,0,"",30,0,0,0,0
2015,3,28,6,"DL",1250,"N995AT","MCI","ATL",1400,1358,-2,12,1410,123,111,91,692,1641,8,1703,1649,-14,0,0,"",NA,NA,NA,NA,NA
2015,3,28,6,"EV",3260,"N21130","ORD","ORF",1414,1419,5,9,1428,128,112,101,717,1709,2,1722,1711,-11,0,0,"",NA,NA,NA,NA,NA
2015,3,28,6,"AA",1366,"N3HCAA","TPA","DFW",1420,1417,-3,9,1426,170,148,134,929,1540,5,1610,1545,-25,0,0,"",NA,NA,NA,NA,NA
2015,3,28,6,"B6",33,"N192JB","BTV","JFK",1504,1454,-10,9,1503,86,71,56,266,1559,6,1630,1605,-25,0,0,"",NA,NA,NA,NA,NA
2015,3,28,6,"WN",2083,"N7813P","MDW","RSW",1745,1742,-3,8,1750,165,145,131,1105,2101,6,2130,2107,-23,0,0,"",NA,NA,NA,NA,NA
2015,3,28,6,"OO",5218,"N105SY","SFO","SLC",1805,1802,-3,14,1816,105,96,76,599,2032,6,2050,2038,-12,0,0,"",NA,NA,NA,NA,NA
2015,3,28,6,"WN",1675,"N299WN","TPA","MEM",1910,1915,5,11,1926,125,114,98,655,2004,5,2015,2009,-6,0,0,"",NA,NA,NA,NA,NA
2015,3,28,6,"WN",3707,"N428WN","STL","MCO",2150,2256,66,7,2303,125,108,98,882,141,3,55,144,49,0,0,"",0,0,4,45,0
2015,3,29,7,"B6",922,"N658JB","PBI","BOS",600,555,-5,16,611,178,178,150,1197,841,12,858,853,-5,0,0,"",NA,NA,NA,NA,NA
2015,3,29,7,"AA",2476,"N3FPAA","BDL","MIA",650,647,-3,12,659,191,187,162,1194,941,13,1001,954,-7,0,0,"",NA,NA,NA,NA,NA
2015,3,29,7,"US",727,"N836AW","PIT","LAX",800,758,-2,21,819,321,350,296,2136,1015,33,1021,1048,27,0,0,"",27,0,0,0,0
2015,3,29,7,"AA",225,"N5DJAA","LAX","LAS",920,919,-1,17,936,78,70,44,236,1020,9,1038,1029,-9,0,0,"",NA,NA,NA,NA,NA
2015,3,29,7,"WN",1449,"N646SW","ONT","SMF",1115,1114,-1,7,1121,75,68,57,390,1218,4,1230,1222,-8,0,0,"",NA,NA,NA,NA,NA
2015,3,29,7,"WN",1340,"N8621A","JAX","BWI",1130,1126,-4,8,1134,115,110,96,663,1310,6,1325,1316,-9,0,0,"",NA,NA,NA,NA,NA
2015,3,29,7,"WN",650,"N962WN","BWI","RSW",1340,1412,32,7,1419,160,142,131,919,1630,4,1620,1634,14,0,0,"",NA,NA,NA,NA,NA
2015,3,29,7,"AA",1242,"N861AA","DEN","DFW",1615,1610,-5,15,1625,119,105,80,641,1845,10,1914,1855,-19,0,0,"",NA,NA,NA,NA,NA
2015,3,29,7,"WN",3061,"N243WN","SAN","PHX",1655,1658,3,10,1708,70,69,54,304,1802,5,1805,1807,2,0,0,"",NA,NA,NA,NA,NA
2015,3,29,7,"UA",1747,"N39726","CMH","ORD",1741,1736,-5,8,1744,84,70,56,296,1740,6,1805,1746,-19,0,0,"",NA,NA,NA,NA,NA
2015,3,29,7,"US",780,"N204UW","SJU","PHL",1815,1827,12,11,1838,238,224,210,1576,2208,3,2213,2211,-2,0,0,"",NA,NA,NA,NA,NA
2015,3,29,7,"DL",2403,"N376DA","PHX","CVG",2350,2340,-10,15,2355,205,191,171,1569,546,5,615,551,-24,0,0,"",NA,NA,NA,NA,NA
2015,3,30,1,"US",2061,"N725UW","BWI","CLT",515,512,-3,10,522,82,75,59,361,621,6,637,627,-10,0,0,"",NA,NA,NA,NA,NA
2015,3,30,1,"WN",767,"N457WN","PHL","BNA",555,550,-5,12,602,135,120,103,675,645,5,710,650,-20,0,0,"",NA,NA,NA,NA,NA
2015,3,30,1,"EV",5920,"N12967","TVC","ORD",600,557,-3,11,608,81,69,41,224,549,17,621,606,-15,0,0,"",NA,NA,NA,NA,NA
2015,3,30,1,"EV",5940,"N13903","ORD","BNA",715,729,14,20,749,92,80,55,409,844,5,847,849,2,0,0,"",NA,NA,NA,NA,NA
2015,3,30,1,"UA",1659,"N67812","BOS","ORD",717,712,-5,14,726,175,168,131,867,837,23,912,900,-12,0,0,"",NA,NA,NA,NA,NA
2015,3,30,1,"EV",4926,"N750EV","GSO","DTW",720,715,-5,11,726,102,94,78,460,844,5,902,849,-13,0,0,"",NA,NA,NA,NA,NA
2015,3,30,1,"WN",638,"N947WN","OKC","HOU",810,804,-6,13,817,85,81,62,419,919,6,935,925,-10,0,0,"",NA,NA,NA,NA,NA
2015,3,30,1,"EV",5028,"N611QX","LGA","BUF",935,1012,37,48,1100,103,105,53,292,1153,4,1118,1157,39,0,0,"",2,0,0,37,0
2015,3,30,1,"US",2051,"N167US","PHL","MIA",955,956,1,16,1012,176,160,140,1013,1232,4,1251,1236,-15,0,0,"",NA,NA,NA,NA,NA
2015,3,30,1,"WN",1102,"N414WN","PHX","RDU",1010,1024,14,10,1034,245,218,204,1891,1658,4,1715,1702,-13,0,0,"",NA,NA,NA,NA,NA
2015,3,30,1,"WN",2242,"N394SW","AUS","MCO",1110,1105,-5,11,1116,145,138,119,994,1415,8,1435,1423,-12,0,0,"",NA,NA,NA,NA,NA
2015,3,30,1,"WN",780,"N750SA","BWI","RDU",1145,1144,-1,21,1205,65,72,48,255,1253,3,1250,1256,6,0,0,"",NA,NA,NA,NA,NA
2015,3,30,1,"EV",4638,"N11137","CVG","EWR",1201,1155,-6,12,1207,119,111,91,569,1338,8,1400,1346,-14,0,0,"",NA,NA,NA,NA,NA
2015,3,30,1,"DL",1752,"N988DL","SAV","ATL",1255,1258,3,12,1310,84,66,45,214,1355,9,1419,1404,-15,0,0,"",NA,NA,NA,NA,NA
2015,3,30,1,"WN",856,"N367SW","MCI","DEN",1305,1302,-3,10,1312,110,102,88,533,1340,4,1355,1344,-11,0,0,"",NA,NA,NA,NA,NA
2015,3,30,1,"WN",2512,"N932WN","MCO","ATL",1415,1414,-1,17,1431,90,96,63,404,1534,16,1545,1550,5,0,0,"",NA,NA,NA,NA,NA
2015,3,30,1,"DL",1130,"N953DL","ATL","MEM",1506,1505,-1,14,1519,87,79,59,332,1518,6,1533,1524,-9,0,0,"",NA,NA,NA,NA,NA
2015,3,30,1,"EV",5449,"N709EV","ELM","DTW",1535,1533,-2,10,1543,80,87,73,332,1656,4,1655,1700,5,0,0,"",NA,NA,NA,NA,NA
2015,3,30,1,"WN",3385,"N928WN","MCI","ATL",1645,1646,1,9,1655,115,103,86,692,1921,8,1940,1929,-11,0,0,"",NA,NA,NA,NA,NA
2015,3,30,1,"US",2052,"N767UW","CLT","PWM",1755,1753,-2,13,1806,129,120,104,813,1950,3,2004,1953,-11,0,0,"",NA,NA,NA,NA,NA
2015,3,30,1,"WN",878,"N937WN","SAN","MCI",1955,1952,-3,10,2002,180,175,161,1334,43,4,55,47,-8,0,0,"",NA,NA,NA,NA,NA
2015,3,30,1,"DL",2300,"N681DA","ATL","BOS",2149,2146,-3,15,2201,148,142,119,946,2400,8,17,8,-9,0,0,"",NA,NA,NA,NA,NA
2015,3,31,2,"DL",2568,"N917DN","PBI","ATL",545,544,-1,45,629,106,128,77,545,746,6,731,752,21,0,0,"",21,0,0,0,0
2015,3,31,2,"DL",1143,"N347NW","CVG","ATL",600,555,-5,12,607,91,80,61,373,708,7,731,715,-16,0,0,"",NA,NA,NA,NA,NA
2015,3,31,2,"WN",3839,"N432WN","ELP","AUS",600,556,-4,12,608,90,82,66,528,814,4,830,818,-12,0,0,"",NA,NA,NA,NA,NA
2015,3,31,2,"AA",1301,"N021AA","MIA","IAH",705,928,143,14,942,174,177,156,964,1118,7,859,1125,146,0,0,"",3,0,0,143,0
2015,3,31,2,"DL",2585,"N328NW","MSN","MSP",710,705,-5,13,718,66,64,46,228,804,5,816,809,-7,0,0,"",NA,NA,NA,NA,NA
2015,3,31,2,"WN",653,"N794SW","PVD","FLL",735,733,-2,19,752,205,182,160,1188,1032,3,1100,1035,-25,0,0,"",NA,NA,NA,NA,NA
2015,3,31,2,"AS",679,"N519AS","DEN","SEA",800,758,-2,12,810,179,170,150,1024,940,8,959,948,-11,0,0,"",NA,NA,NA,NA,NA
2015,3,31,2,"WN",1902,"N346SW","LAX","SFO",900,900,0,14,914,80,73,55,337,1009,4,1020,1013,-7,0,0,"",NA,NA,NA,NA,NA
2015,3,31,2,"US",581,"N650AW","SAN","PHL",1125,1121,-4,21,1142,314,311,284,2370,1926,6,1939,1932,-7,0,0,"",NA,NA,NA,NA,NA
2015,3,31,2,"US",1827,"N944UW","BOS","PHL",1130,1128,-2,15,1143,94,80,62,280,1245,3,1304,1248,-16,0,0,"",NA,NA,NA,NA,NA
2015,3,31,2,"AA",2220,"N3LUAA","ORD","LAX",1210,1206,-4,29,1235,287,263,230,1744,1425,4,1457,1429,-28,0,0,"",NA,NA,NA,NA,NA
2015,3,31,2,"NK",431,"N606NK","RSW","DFW",1316,1325,9,14,1339,178,189,166,1017,1525,9,1514,1534,20,0,0,"",11,0,1,8,0
2015,3,31,2,"EV",4892,"N134EV","MSP","STL",1500,1459,-1,26,1525,86,94,63,448,1628,5,1626,1633,7,0,0,"",NA,NA,NA,NA,NA
2015,3,31,2,"WN",610,"N482WN","BHM","BWI",1630,1634,4,9,1643,110,107,94,682,1917,4,1920,1921,1,0,0,"",NA,NA,NA,NA,NA
2015,3,31,2,"MQ",3197,"N621MQ","BNA","ORD",1730,1719,-11,13,1732,106,101,80,409,1852,8,1916,1900,-16,0,0,"",NA,NA,NA,NA,NA
2015,3,31,2,"OO",5619,"N472CA","DEN","HLN",1855,1847,-8,9,1856,118,96,83,594,2019,4,2053,2023,-30,0,0,"",NA,NA,NA,NA,NA
2015,3,31,2,"WN",3680,"N765SW","PHX","OKC",1940,1936,-4,7,1943,125,NA,NA,833,139,4,2345,143,NA,1,0,"",NA,NA,NA,NA,NA
2015,3,31,2,"B6",865,"N584JB","BOS","RSW",1951,2001,10,20,2021,211,194,171,1249,2312,3,2322,2315,-7,0,0,"",NA,NA,NA,NA,NA
2015,3,31,2,"AA",1339,"N3KFAA","ORD","SAN",2030,2042,12,13,2055,270,241,225,1723,2240,3,2300,2243,-17,0,0,"",NA,NA,NA,NA,NA
2015,3,31,2,"EV",5225,"N730EV","ATL","CID",2054,2052,-2,29,2121,132,134,100,694,2201,5,2206,2206,0,0,0,"",NA,NA,NA,NA,NA
2015,3,31,2,"WN",180,"N514SW","DAL","AMA",2105,2113,8,11,2124,75,71,55,323,2219,5,2220,2224,4,0,0,"",NA,NA,NA,NA,NA
2015,3,31,2,"WN",264,"N798SW","TPA","MDW",2225,2314,49,8,2322,160,152,139,997,41,5,5,46,41,0,0,"",0,0,5,36,0
2015,4,1,3,"US",425,"N918US","SEA","PHX",515,513,-2,14,527,161,176,142,1107,749,20,756,809,13,0,0,"",NA,NA,NA,NA,NA
2015,4,1,3,"DL",1080,"N957DN","STL","ATL",705,700,-5,11,711,94,82,66,484,917,5,939,922,-17,0,0,"",NA,NA,NA,NA,NA
2015,4,1,3,"US",1961,"N188US","BWI","CLT",850,1435,345,20,1455,89,78,53,361,1548,5,1019,1553,334,0,0,"",0,0,334,0,0
2015,4,1,3,"OO",5309,"N702BR","SBA","LAX",918,906,-12,29,935,56,66,26,89,1001,11,1014,1012,-2,0,0,"",NA,NA,NA,NA,NA
2015,4,1,3,"MQ",3651,"N534MQ","ORD","GRR",1340,1346,6,23,1409,58,54,28,137,1537,3,1538,1540,2,0,0,"",NA,NA,NA,NA,NA
2015,4,1,3,"DL",1827,"N682DA","FLL","ATL",1345,1345,0,12,1357,126,103,85,581,1522,6,1551,1528,-23,0,0,"",NA,NA,NA,NA,NA
2015,4,1,3,"EV",4954,"N861AS","ATL","MOB",1400,1354,-6,20,1414,72,78,53,302,1407,5,1412,1412,0,0,0,"",NA,NA,NA,NA,NA
2015,4,1,3,"US",1891,"N721UW","PIT","CLT",1530,1527,-3,10,1537,90,91,60,366,1637,21,1700,1658,-2,0,0,"",NA,NA,NA,NA,NA
2015,4,1,3,"WN",4821,"N957WN","LAS","IAD",1615,1622,7,14,1636,265,255,233,2065,2329,8,2340,2337,-3,0,0,"",NA,NA,NA,NA,NA
2015,4,1,3,"OO",5330,"N941SW","ORD","MKG",1710,1712,2,18,1730,57,51,28,118,1858,5,1907,1903,-4,0,0,"",NA,NA,NA,NA,NA
2015,4,1,3,"DL",19,"N587NW","DTW","MCO",1755,1754,-1,13,1807,152,141,120,957,2007,8,2027,2015,-12,0,0,"",NA,NA,NA,NA,NA
2015,4,1,3,"AA",2292,"N541AA","DFW","LAS",2025,2123,58,12,2135,187,171,150,1055,2205,9,2132,2214,42,0,0,"",0,0,0,0,42
2015,4,2,4,"AS",200,"N767AS","SEA","SJC",610,758,108,14,812,132,117,100,697,952,3,822,955,93,0,0,"",0,0,93,0,0
2015,4,2,4,"WN",3129,"N772SW","HOU","OKC",615,611,-4,9,620,80,80,67,419,727,4,735,731,-4,0,0,"",NA,NA,NA,NA,NA
2015,4,2,4,"UA",343,"N491UA","LGA","DEN",645,647,2,13,700,267,265,246,1620,906,6,912,912,0,0,0,"",NA,NA,NA,NA,NA
2015,4,2,4,"AA",1121,"N3HNAA","LGA","DFW",810,806,-4,30,836,240,242,197,1389,1053,15,1110,1108,-2,0,0,"",NA,NA,NA,NA,NA
2015,4,2,4,"DL",1670,"N301DQ","ATL","CHS",815,822,7,9,831,67,54,41,259,912,4,922,916,-6,0,0,"",NA,NA,NA,NA,NA
2015,4,2,4,"MQ",3214,"N694MQ","ORD","DAY",900,906,6,13,919,77,66,45,240,1104,8,1117,1112,-5,0,0,"",NA,NA,NA,NA,NA
2015,4,2,4,"UA",1674,"N37253","ORD","IAH",1045,1048,3,15,1103,174,152,130,925,1313,7,1339,1320,-19,0,0,"",NA,NA,NA,NA,NA
2015,4,2,4,"UA",1160,"N19141","MCO","IAH",1141,1138,-3,12,1150,161,144,123,854,1253,9,1322,1302,-20,0,0,"",NA,NA,NA,NA,NA
2015,4,2,4,"DL",1291,"N980DL","ATL","DTW",1340,1340,0,18,1358,115,114,88,594,1526,8,1535,1534,-1,0,0,"",NA,NA,NA,NA,NA
2015,4,2,4,"WN",113,"N768SW","OAK","SAN",1400,1432,32,9,1441,80,80,66,446,1547,5,1520,1552,32,0,0,"",0,0,10,22,0
2015,4,2,4,"EV",4964,"N926EV","LEX","ATL",1430,1428,-2,12,1440,91,75,55,304,1535,8,1601,1543,-18,0,0,"",NA,NA,NA,NA,NA
2015,4,2,4,"WN",1619,"N353SW","OAK","SLC",1505,1525,20,6,1531,95,85,76,588,1747,3,1740,1750,10,0,0,"",NA,NA,NA,NA,NA
2015,4,2,4,"DL",870,"N925DL","ATL","DFW",1510,1506,-4,22,1528,153,145,117,731,1625,6,1643,1631,-12,0,0,"",NA,NA,NA,NA,NA
2015,4,2,4,"US",1715,"N805AW","CLT","BNA",1605,1602,-3,13,1615,80,75,57,328,1612,5,1625,1617,-8,0,0,"",NA,NA,NA,NA,NA
2015,4,2,4,"WN",747,"N479WN","LAS","BNA",1655,1810,75,15,1825,205,186,166,1587,2311,5,2220,2316,56,0,0,"",0,0,10,46,0
2015,4,2,4,"B6",1779,"N641JB","LAS","LGB",1704,1650,-14,14,1704,63,63,43,231,1747,6,1807,1753,-14,0,0,"",NA,NA,NA,NA,NA
